"","year","month","month.year","policy01","policy02","policy03","policy04","policy05","policy06","policy07","policy08","policy09","policy10","policy11","policy12","policy13","policy14","policy15","policy16","policy17","policy18","policy19","policy20","policy21","policy22","policy23","total.attention","p01","p02","p03","p04","p05","p06","p07","p08","p09","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","entropy","herfindahl","date","entropy.ma3","entropy.ma6","epu"
"181",2000,1,Jan 2000,2,0,2,3,1,2,0,0,0,0,0,3,1,0,0,1,2,0,1,2,8,0,0,28,0.0714285714285714,0,0.0714285714285714,0.107142857142857,0.0357142857142857,0.0714285714285714,0,0,0,0,0,0.107142857142857,0.0357142857142857,0,0,0.0357142857142857,0.0714285714285714,0,0.0357142857142857,0.0714285714285714,0.285714285714286,0,0,0.740710215822819,0.0919642857142857,2000-01-01,0.734764557021973,0.826409388185958,89.20153809
"185",2000,2,Feb 2000,6,1,23,7,6,5,8,2,4,7,0,12,2,2,12,26,9,6,17,18,13,0,0,186,0.032258064516129,0.00537634408602151,0.123655913978495,0.0376344086021505,0.032258064516129,0.0268817204301075,0.043010752688172,0.010752688172043,0.021505376344086,0.0376344086021505,0,0.0645161290322581,0.010752688172043,0.010752688172043,0.0645161290322581,0.139784946236559,0.0483870967741935,0.032258064516129,0.0913978494623656,0.0967741935483871,0.0698924731182796,0,0,0.897667788253389,0.0313388831078737,2000-02-01,0.680808194398171,0.795202153154308,77.60139465
"186",2000,3,Mar 2000,6,2,16,11,4,6,14,20,0,12,0,18,7,6,19,23,19,2,25,38,24,0,0,272,0.0220588235294118,0.00735294117647059,0.0588235294117647,0.0404411764705882,0.0147058823529412,0.0220588235294118,0.0514705882352941,0.0735294117647059,0,0.0441176470588235,0,0.0661764705882353,0.0257352941176471,0.0220588235294118,0.0698529411764706,0.0845588235294118,0.0698529411764706,0.00735294117647059,0.0919117647058824,0.139705882352941,0.0882352941176471,0,0,0.896213625165232,0.0283128784602076,2000-03-01,0.819189002038104,0.79833207962952,77.54830933
"187",2000,4,Apr 2000,3,2,12,4,3,4,9,8,1,5,0,5,5,2,14,6,7,6,20,14,9,0,0,139,0.0215827338129496,0.0143884892086331,0.0863309352517986,0.0287769784172662,0.0215827338129496,0.0287769784172662,0.0647482014388489,0.0575539568345324,0.00719424460431655,0.0359712230215827,0,0.0359712230215827,0.0359712230215827,0.0143884892086331,0.100719424460432,0.0431654676258993,0.0503597122302158,0.0431654676258993,0.143884892086331,0.100719424460432,0.0647482014388489,0,0,0.912974696327784,0.0270068837016718,2000-04-01,0.89694070670931,0.800824148657077,76.05922699
"188",2000,5,May 2000,3,4,15,1,7,6,6,7,3,6,0,10,4,3,9,4,9,10,15,28,17,0,0,167,0.0179640718562874,0.0239520958083832,0.0898203592814371,0.00598802395209581,0.0419161676646707,0.0359281437125748,0.0359281437125748,0.0419161676646707,0.0179640718562874,0.0359281437125748,0,0.0598802395209581,0.0239520958083832,0.0179640718562874,0.0538922155688623,0.0239520958083832,0.0538922155688623,0.0598802395209581,0.0898203592814371,0.167664670658683,0.101796407185629,0,0,0.905479921812008,0.0315859299365341,2000-05-01,0.904594160746508,0.813694499708549,97.98620605
"189",2000,6,Jun 2000,2,3,18,2,7,2,10,9,2,7,0,8,3,3,19,11,5,2,29,15,13,0,0,170,0.0117647058823529,0.0176470588235294,0.105882352941176,0.0117647058823529,0.0411764705882353,0.0117647058823529,0.0588235294117647,0.0529411764705882,0.0117647058823529,0.0411764705882353,0,0.0470588235294118,0.0176470588235294,0.0176470588235294,0.111764705882353,0.0647058823529412,0.0294117647058824,0.0117647058823529,0.170588235294118,0.0882352941176471,0.0764705882352941,0,0,0.880222782207372,0.0392318339100346,2000-06-01,0.909227309069896,0.870609249476246,92.96501923
"190",2000,7,Jul 2000,5,5,23,6,2,1,8,6,1,10,0,11,7,0,9,4,9,1,15,16,14,0,0,153,0.0326797385620915,0.0326797385620915,0.150326797385621,0.0392156862745098,0.0130718954248366,0.0065359477124183,0.0522875816993464,0.0392156862745098,0.0065359477124183,0.065359477124183,0,0.0718954248366013,0.0457516339869281,0,0.0588235294117647,0.0261437908496732,0.0588235294117647,0.0065359477124183,0.0980392156862745,0.104575163398693,0.0915032679738562,0,0,0.884208886474467,0.0328463411508394,2000-07-01,0.89285135200969,0.898511762753157,79.44697571
"191",2000,8,Aug 2000,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,11,0,0,15,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0.0666666666666667,0.0666666666666667,0.0666666666666667,0,0,0,0,0,0,0.733333333333333,0,0,0.311902338426124,0.533333333333333,2000-08-01,0.882215834340919,0.895819982397372,66.58133698
"192",2000,9,Sep 2000,0,3,15,10,10,8,9,6,1,7,0,10,1,5,12,14,11,2,24,14,13,0,0,175,0,0.0171428571428571,0.0857142857142857,0.0571428571428571,0.0571428571428571,0.0457142857142857,0.0514285714285714,0.0342857142857143,0.00571428571428571,0.04,0,0.0571428571428571,0.00571428571428571,0.0285714285714286,0.0685714285714286,0.08,0.0628571428571429,0.0114285714285714,0.137142857142857,0.08,0.0742857142857143,0,0,0.902643035976522,0.0253257142857143,2000-09-01,0.598055612450295,0.778957725049551,75.14165497
"182",2000,10,Oct 2000,0,5,5,1,2,2,4,3,0,3,0,6,3,0,3,4,3,1,5,5,2,0,0,57,0,0.087719298245614,0.087719298245614,0.0175438596491228,0.0350877192982456,0.0350877192982456,0.0701754385964912,0.0526315789473684,0,0.0526315789473684,0,0.105263157894737,0.0526315789473684,0,0.0526315789473684,0.0701754385964912,0.0526315789473684,0.0175438596491228,0.087719298245614,0.087719298245614,0.0350877192982456,0,0,0.897707610657233,0.0233610341643583,2000-10-01,0.607272687201323,0.776891392979298,84.66172791
"183",2000,11,Nov 2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0.36084880671453,0.3,2000-11-01,0.900175323316877,0.775336930748343,125.067543
"184",2000,12,Dec 2000,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,8,0,0,0.125,0,0,0,0,0.125,0,0.25,0,0.125,0,0,0,0.125,0,0,0,0.25,0,0,0,0.569175621742382,0.146875,2000-12-01,0.629278208685881,0.671462135649775,115.2687225
"193",2001,1,Jan 2001,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,25,0.08,0,0,0.04,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0.04,0.76,0,0,0,0.304037971534569,0.56992,2001-01-01,0.465012214228456,0.608455482703358,111.4160385
"197",2001,2,Feb 2001,6,1,6,4,1,4,2,4,0,4,0,2,0,0,4,4,2,1,3,10,2,0,0,60,0.1,0.0166666666666667,0.1,0.0666666666666667,0.0166666666666667,0.0666666666666667,0.0333333333333333,0.0666666666666667,0,0.0666666666666667,0,0.0333333333333333,0,0,0.0666666666666667,0.0666666666666667,0.0333333333333333,0.0166666666666667,0.05,0.166666666666667,0.0333333333333333,0,0,0.870534068139972,0.0363333333333333,2001-02-01,0.436606796638476,0.606882609325047,110.9178467
"198",2001,3,Mar 2001,12,3,16,7,1,5,8,16,1,17,0,11,8,3,7,22,8,6,17,16,19,0,0,203,0.0591133004926108,0.0147783251231527,0.0788177339901478,0.0344827586206897,0.00492610837438424,0.0246305418719212,0.0394088669950739,0.0788177339901478,0.00492610837438424,0.083743842364532,0,0.0541871921182266,0.0394088669950739,0.0147783251231527,0.0344827586206897,0.108374384236453,0.0394088669950739,0.0295566502463054,0.083743842364532,0.0788177339901478,0.0935960591133005,0,0,0.916586827226082,0.0220315950399185,2001-03-01,0.58728601983727,0.600460815757737,116.026947
"199",2001,4,Apr 2001,7,4,16,4,9,27,5,9,1,6,0,8,11,2,9,10,15,2,8,19,13,0,0,185,0.0378378378378378,0.0216216216216216,0.0864864864864865,0.0216216216216216,0.0486486486486487,0.145945945945946,0.027027027027027,0.0486486486486487,0.00540540540540541,0.0324324324324324,0,0.0432432432432432,0.0594594594594595,0.0108108108108108,0.0486486486486487,0.0540540540540541,0.0810810810810811,0.0108108108108108,0.0432432432432432,0.102702702702703,0.0702702702702703,0,0,0.912984778817889,0.0261767713659606,2001-04-01,0.893560447683027,0.604236659071507,122.6734085
"200",2001,5,May 2001,1,5,21,10,2,3,13,16,2,7,0,12,3,4,21,9,10,5,19,35,11,0,0,209,0.00478468899521531,0.0239234449760766,0.100478468899522,0.0478468899521531,0.00956937799043062,0.0143540669856459,0.062200956937799,0.076555023923445,0.00956937799043062,0.0334928229665072,0,0.0574162679425837,0.0143540669856459,0.0191387559808612,0.100478468899522,0.0430622009569378,0.0478468899521531,0.0239234449760766,0.0909090909090909,0.167464114832536,0.0526315789473684,0,0,0.886277529582429,0.0360797600787528,2001-05-01,0.914785803021986,0.714663853492179,100.4290161
"201",2001,6,Jun 2001,4,3,22,2,1,0,8,15,0,7,0,10,6,3,15,15,12,3,19,26,6,0,0,177,0.0225988700564972,0.0169491525423729,0.124293785310734,0.0112994350282486,0.00564971751412429,0,0.0451977401129944,0.0847457627118644,0,0.0395480225988701,0,0.0564971751412429,0.0338983050847458,0.0169491525423729,0.0847457627118644,0.0847457627118644,0.0677966101694915,0.0169491525423729,0.107344632768362,0.146892655367232,0.0338983050847458,0,0,0.861483674920232,0.0395863257684573,2001-06-01,0.899631154200159,0.778084235060188,86.39027405
"202",2001,7,Jul 2001,3,7,22,6,2,1,7,6,0,13,0,11,5,4,12,12,11,5,12,25,10,0,0,174,0.0172413793103448,0.0402298850574713,0.126436781609195,0.0344827586206897,0.0114942528735632,0.00574712643678161,0.0402298850574713,0.0344827586206897,0,0.0747126436781609,0,0.0632183908045977,0.028735632183908,0.0229885057471264,0.0689655172413793,0.0689655172413793,0.0632183908045977,0.028735632183908,0.0689655172413793,0.14367816091954,0.0574712643678161,0,0,0.897701746334888,0.0298355132778438,2001-07-01,0.873880602251331,0.889573375737321,102.1318512
"203",2001,8,Aug 2001,1,1,4,8,0,0,1,6,1,1,0,0,1,2,7,3,2,2,2,3,2,0,0,47,0.0212765957446809,0.0212765957446809,0.0851063829787234,0.170212765957447,0,0,0.0212765957446809,0.127659574468085,0.0212765957446809,0.0212765957446809,0,0,0.0212765957446809,0.0425531914893617,0.148936170212766,0.0638297872340425,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0638297872340425,0.0425531914893617,0,0,0.844775987589358,0.0493435943866003,2001-08-01,0.87959271062756,0.895006911376304,84.28912354
"204",2001,9,Sep 2001,1,1,11,2,1,0,3,2,1,11,0,5,1,2,6,3,5,0,5,7,2,0,0,69,0.0144927536231884,0.0144927536231884,0.159420289855072,0.0289855072463768,0.0144927536231884,0,0.0434782608695652,0.0289855072463768,0.0144927536231884,0.159420289855072,0,0.072463768115942,0.0144927536231884,0.0289855072463768,0.0869565217391304,0.0434782608695652,0.072463768115942,0,0.072463768115942,0.101449275362319,0.0289855072463768,0,0,0.850895236291651,0.0472589792060491,2001-09-01,0.871238866962123,0.880644743448959,188.059494
"194",2001,10,Oct 2001,4,0,6,1,2,0,5,3,4,8,0,9,1,0,9,8,3,1,22,13,7,0,0,106,0.0377358490566038,0,0.0566037735849057,0.00943396226415094,0.0188679245283019,0,0.0471698113207547,0.0283018867924528,0.0377358490566038,0.0754716981132075,0,0.0849056603773585,0.00943396226415094,0,0.0849056603773585,0.0754716981132075,0.0283018867924528,0.00943396226415094,0.207547169811321,0.122641509433962,0.0660377358490566,0,0,0.832514992518186,0.0537290850836597,2001-10-01,0.847835611940504,0.868226834943712,173.1433716
"195",2001,11,Nov 2001,2,2,11,0,0,1,8,1,1,6,0,7,0,1,9,4,2,0,15,12,3,0,0,85,0.0235294117647059,0.0235294117647059,0.129411764705882,0,0,0.0117647058823529,0.0941176470588235,0.0117647058823529,0.0117647058823529,0.0705882352941176,0,0.0823529411764706,0,0.0117647058823529,0.105882352941176,0.0470588235294118,0.0235294117647059,0,0.176470588235294,0.141176470588235,0.0352941176470588,0,0,0.799996025416052,0.0605951557093426,2001-11-01,0.841705114404919,0.857474327530863,130.5756378
"196",2001,12,Dec 2001,2,0,3,2,0,0,1,2,0,5,0,5,1,0,6,6,4,0,10,8,4,0,0,59,0.0338983050847458,0,0.0508474576271186,0.0338983050847458,0,0,0.0169491525423729,0.0338983050847458,0,0.0847457627118644,0,0.0847457627118644,0.0169491525423729,0,0.101694915254237,0.101694915254237,0.0677966101694915,0,0.169491525423729,0.135593220338983,0.0677966101694915,0,0,0.805964027255482,0.052858374030451,2001-12-01,0.816255508967119,0.845176797630027,117.2365875
"205",2002,1,Jan 2002,2,0,4,0,0,1,1,2,0,4,0,1,0,0,4,0,0,0,2,4,0,0,0,25,0.08,0,0.16,0,0,0.04,0.04,0.08,0,0.16,0,0.04,0,0,0.16,0,0,0,0.08,0.16,0,0,0,0.711209115619528,0.08272,2002-01-01,0.802980026335767,0.826829253814146,116.8374557
"209",2002,2,Feb 2002,8,2,15,4,8,4,5,5,3,8,0,7,1,1,29,22,3,4,27,25,18,0,0,199,0.0402010050251256,0.0100502512562814,0.0753768844221105,0.0201005025125628,0.0402010050251256,0.0201005025125628,0.0251256281407035,0.0251256281407035,0.0150753768844221,0.0402010050251256,0,0.0351758793969849,0.0050251256281407,0.0050251256281407,0.14572864321608,0.110552763819095,0.0150753768844221,0.0201005025125628,0.135678391959799,0.125628140703518,0.0904522613065327,0,0,0.860545990569852,0.045213504709477,2002-02-01,0.758586571437505,0.80011587942018,87.60068512
"210",2002,3,Mar 2002,4,0,16,2,3,4,10,3,3,17,0,6,5,4,16,18,5,0,15,36,14,0,0,181,0.0220994475138122,0,0.0883977900552486,0.0110497237569061,0.0165745856353591,0.0220994475138122,0.0552486187845304,0.0165745856353591,0.0165745856353591,0.0939226519337017,0,0.0331491712707182,0.0276243093922652,0.0220994475138122,0.0883977900552486,0.0994475138121547,0.0276243093922652,0,0.0828729281767956,0.198895027624309,0.0773480662983425,0,0,0.848656524701236,0.0495802936418302,2002-03-01,0.78587755309469,0.80204603027582,83.44042969
"211",2002,4,Apr 2002,11,5,24,2,14,17,6,4,1,5,0,6,9,4,8,13,6,2,16,23,23,0,0,199,0.0552763819095477,0.0251256281407035,0.120603015075377,0.0100502512562814,0.0703517587939698,0.085427135678392,0.0301507537688442,0.0201005025125628,0.0050251256281407,0.0251256281407035,0,0.0301507537688442,0.0452261306532663,0.0201005025125628,0.0402010050251256,0.0653266331658292,0.0301507537688442,0.0100502512562814,0.0804020100502513,0.115577889447236,0.115577889447236,0,0,0.899627109021075,0.0297820762101967,2002-04-01,0.854601257635544,0.80527433671243,88.56610107
"212",2002,5,May 2002,3,4,11,4,3,6,10,1,0,5,0,10,4,2,18,9,9,4,17,20,14,0,0,154,0.0194805194805195,0.025974025974026,0.0714285714285714,0.025974025974026,0.0194805194805195,0.038961038961039,0.0649350649350649,0.00649350649350649,0,0.0324675324675325,0,0.0649350649350649,0.025974025974026,0.012987012987013,0.116883116883117,0.0584415584415584,0.0584415584415584,0.025974025974026,0.11038961038961,0.12987012987013,0.0909090909090909,0,0,0.890897230643606,0.0314639905548996,2002-05-01,0.874141816861156,0.825200553433434,86.29885864
"213",2002,6,Jun 2002,2,1,18,1,4,6,12,5,2,10,0,20,3,4,15,12,7,5,28,19,22,0,0,196,0.0102040816326531,0.00510204081632653,0.0918367346938776,0.00510204081632653,0.0204081632653061,0.0306122448979592,0.0612244897959184,0.0255102040816327,0.0102040816326531,0.0510204081632653,0,0.102040816326531,0.0153061224489796,0.0204081632653061,0.076530612244898,0.0612244897959184,0.0357142857142857,0.0255102040816327,0.142857142857143,0.0969387755102041,0.112244897959184,0,0,0.878812611894125,0.0361516034985423,2002-06-01,0.895262169832341,0.842187194111059,93.61022186
"214",2002,7,Jul 2002,6,3,17,3,1,3,15,5,1,13,0,19,4,2,13,14,5,1,18,15,31,0,0,189,0.0317460317460317,0.0158730158730159,0.0899470899470899,0.0158730158730159,0.00529100529100529,0.0158730158730159,0.0793650793650794,0.0264550264550265,0.00529100529100529,0.0687830687830688,0,0.100529100529101,0.0211640211640212,0.0105820105820106,0.0687830687830688,0.0740740740740741,0.0264550264550265,0.00529100529100529,0.0952380952380952,0.0793650793650794,0.164021164021164,0,0,0.868173819275906,0.0398001175778954,2002-07-01,0.884854921268866,0.875707893365979,110.3051682
"215",2002,8,Aug 2002,0,0,2,2,0,0,1,0,0,2,0,1,2,0,2,2,0,0,2,3,6,0,0,25,0,0,0.08,0.08,0,0,0.04,0,0,0.08,0,0.04,0.08,0,0.08,0.08,0,0,0.08,0.12,0.24,0,0,0.745226124264103,0.076,2002-08-01,0.873493215585016,0.87723345910719,116.0148239
"216",2002,9,Sep 2002,1,5,11,5,3,6,3,2,1,9,0,7,2,2,9,8,7,2,13,10,13,0,0,119,0.00840336134453781,0.0420168067226891,0.092436974789916,0.0420168067226891,0.0252100840336134,0.0504201680672269,0.0252100840336134,0.0168067226890756,0.00840336134453781,0.0756302521008403,0,0.0588235294117647,0.0168067226890756,0.0168067226890756,0.0756302521008403,0.0672268907563025,0.0588235294117647,0.0168067226890756,0.109243697478992,0.0840336134453782,0.109243697478992,0,0,0.911443216635317,0.0245180425111221,2002-09-01,0.806699971770004,0.856547379019763,124.0431442
"206",2002,10,Oct 2002,2,0,12,2,1,5,5,0,3,4,0,9,1,2,2,6,5,0,13,9,5,0,0,86,0.0232558139534884,0,0.13953488372093,0.0232558139534884,0.0116279069767442,0.0581395348837209,0.0581395348837209,0,0.0348837209302326,0.0465116279069767,0,0.104651162790698,0.0116279069767442,0.0232558139534884,0.0232558139534884,0.0697674418604651,0.0581395348837209,0,0.151162790697674,0.104651162790698,0.0581395348837209,0,0,0.851835193022217,0.0428474851270957,2002-10-01,0.82833467044971,0.858910600542611,111.8859711
"207",2002,11,Nov 2002,1,0,1,0,0,1,1,0,0,1,0,0,1,0,4,1,1,0,6,2,0,0,0,20,0.05,0,0.05,0,0,0.05,0.05,0,0,0.05,0,0,0.05,0,0.2,0.05,0.05,0,0.3,0.1,0,0,0,0.693583603241432,0.118,2002-11-01,0.881639204828767,0.851098193018334,123.2843781
"208",2002,12,Dec 2002,0,0,2,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,1,1,2,0,0,13,0,0,0.153846153846154,0.0769230769230769,0,0,0,0.0769230769230769,0.0769230769230769,0,0,0.0769230769230769,0,0,0.153846153846154,0,0.0769230769230769,0,0.0769230769230769,0.0769230769230769,0.153846153846154,0,0,0.737401454595595,0.0680473372781065,2002-12-01,0.772709398131825,0.814052391287795,122.2216721
"217",2003,1,Jan 2003,3,0,4,0,1,0,2,0,0,1,0,1,0,0,3,3,1,1,3,5,0,0,0,28,0.107142857142857,0,0.142857142857143,0,0.0357142857142857,0,0.0714285714285714,0,0,0.0357142857142857,0,0.0357142857142857,0,0,0.107142857142857,0.107142857142857,0.0357142857142857,0.0357142857142857,0.107142857142857,0.178571428571429,0,0,0,0.764132479906478,0.0651785714285714,2003-01-01,0.715492528918514,0.787897918351733,138.9533997
"221",2003,2,Feb 2003,12,0,8,1,4,1,2,5,1,9,0,4,6,1,9,11,4,1,13,25,7,0,0,124,0.0967741935483871,0,0.0645161290322581,0.00806451612903226,0.032258064516129,0.00806451612903226,0.0161290322580645,0.0403225806451613,0.00806451612903226,0.0725806451612903,0,0.032258064516129,0.0483870967741935,0.00806451612903226,0.0725806451612903,0.0887096774193548,0.032258064516129,0.00806451612903226,0.104838709677419,0.201612903225806,0.0564516129032258,0,0,0.85048676867522,0.0491545265348595,2003-02-01,0.750766967251036,0.791679189480208,126.7277374
"222",2003,3,Mar 2003,11,3,17,7,6,5,9,7,0,7,0,9,3,3,16,19,10,4,26,32,20,0,0,214,0.0514018691588785,0.014018691588785,0.0794392523364486,0.0327102803738318,0.0280373831775701,0.0233644859813084,0.0420560747663551,0.0327102803738318,0,0.0327102803738318,0,0.0420560747663551,0.014018691588785,0.014018691588785,0.0747663551401869,0.088785046728972,0.0467289719626168,0.0186915887850467,0.121495327102804,0.149532710280374,0.0934579439252336,0,0,0.890633500970583,0.0334570704865054,2003-03-01,0.807309624290849,0.779487899888189,163.5238037
"223",2003,4,Apr 2003,6,0,17,4,3,2,5,1,2,10,0,16,3,3,18,10,5,2,18,25,7,0,0,157,0.0382165605095541,0,0.10828025477707,0.0254777070063694,0.0191082802547771,0.0127388535031847,0.0318471337579618,0.00636942675159236,0.0127388535031847,0.0636942675159236,0,0.101910828025478,0.0191082802547771,0.0191082802547771,0.114649681528662,0.0636942675159236,0.0318471337579618,0.0127388535031847,0.114649681528662,0.159235668789809,0.0445859872611465,0,0,0.859159536052588,0.0440991520954197,2003-04-01,0.870560134822902,0.787247561477862,135.6275482
"224",2003,5,May 2003,2,4,17,6,1,3,5,5,2,11,0,11,2,2,18,5,10,4,14,19,11,0,0,152,0.0131578947368421,0.0263157894736842,0.111842105263158,0.0394736842105263,0.00657894736842105,0.0197368421052632,0.0328947368421053,0.0328947368421053,0.0131578947368421,0.0723684210526316,0,0.0723684210526316,0.0131578947368421,0.0131578947368421,0.118421052631579,0.0328947368421053,0.0657894736842105,0.0263157894736842,0.0921052631578947,0.125,0.0723684210526316,0,0,0.893683259475793,0.0318949099722992,2003-05-01,0.874896518511586,0.820362748040093,102.6198196
"225",2003,6,Jun 2003,5,2,19,10,6,2,11,5,3,11,0,13,1,6,22,12,7,7,25,15,19,0,0,201,0.0248756218905473,0.00995024875621891,0.0945273631840796,0.0497512437810945,0.0298507462686567,0.00995024875621891,0.054726368159204,0.0248756218905473,0.0149253731343284,0.054726368159204,0,0.0646766169154229,0.00497512437810945,0.0298507462686567,0.109452736318408,0.0597014925373134,0.0348258706467662,0.0348258706467662,0.124378109452736,0.0746268656716418,0.0945273631840796,0,0,0.907151714992284,0.0266429048785921,2003-06-01,0.87642139776419,0.851619109016132,95.82730103
"226",2003,7,Jul 2003,5,2,13,2,5,5,10,3,3,3,0,18,8,4,16,14,15,4,19,21,20,0,0,190,0.0263157894736842,0.0105263157894737,0.068421052631579,0.0105263157894737,0.0263157894736842,0.0263157894736842,0.0526315789473684,0.0157894736842105,0.0157894736842105,0.0157894736842105,0,0.0947368421052632,0.0421052631578947,0.0210526315789474,0.0842105263157895,0.0736842105263158,0.0789473684210526,0.0210526315789474,0.1,0.110526315789474,0.105263157894737,0,0,0.902893660908757,0.0278919667590028,2003-07-01,0.900417487234038,0.880222956033294,91.74150848
"227",2003,8,Aug 2003,1,0,7,1,0,0,3,0,0,1,0,1,0,0,1,0,0,0,1,0,3,0,0,19,0.0526315789473684,0,0.368421052631579,0.0526315789473684,0,0,0.157894736842105,0,0,0.0526315789473684,0,0.0526315789473684,0,0,0.0526315789473684,0,0,0,0.0526315789473684,0,0.157894736842105,0,0,0.617697703259411,0.162326869806094,2003-08-01,0.905022687950521,0.890704334480001,95.67181396
"228",2003,9,Sep 2003,4,2,13,1,6,6,5,3,1,3,0,16,1,4,12,10,10,2,17,20,15,0,0,151,0.0264900662251656,0.0132450331125828,0.0860927152317881,0.00662251655629139,0.0397350993377483,0.0397350993377483,0.033112582781457,0.0198675496688742,0.00662251655629139,0.0198675496688742,0,0.105960264900662,0.00662251655629139,0.0264900662251656,0.0794701986754967,0.0662251655629139,0.0662251655629139,0.0132450331125828,0.112582781456954,0.132450331125828,0.0993377483443709,0,0,0.881683242495741,0.0347791763519144,2003-09-01,0.760295682084084,0.836117174937766,106.1157608
"218",2003,10,Oct 2003,3,2,11,2,3,5,8,2,3,3,0,18,1,1,17,8,5,2,29,17,18,0,0,158,0.0189873417721519,0.0126582278481013,0.069620253164557,0.0126582278481013,0.0189873417721519,0.0316455696202532,0.0506329113924051,0.0126582278481013,0.0189873417721519,0.0189873417721519,0,0.113924050632911,0.00632911392405063,0.00632911392405063,0.107594936708861,0.0506329113924051,0.0316455696202532,0.0126582278481013,0.183544303797468,0.107594936708861,0.113924050632911,0,0,0.846893402074116,0.0517865726646371,2003-10-01,0.749690472877576,0.840621916226397,88.0437851
"219",2003,11,Nov 2003,9,1,6,2,2,0,3,0,0,3,0,7,0,0,11,4,6,0,4,7,2,0,0,67,0.134328358208955,0.0149253731343284,0.0895522388059701,0.0298507462686567,0.0298507462686567,0,0.0447761194029851,0,0,0.0447761194029851,0,0.104477611940299,0,0,0.164179104477612,0.0597014925373134,0.0895522388059701,0,0.0597014925373134,0.104477611940299,0.0298507462686567,0,0,0.808781938638764,0.0517487190911116,2003-11-01,0.864288322284929,0.831263944746062,84.91823578
"220",2003,12,Dec 2003,2,0,0,1,1,0,3,1,0,0,0,2,0,0,0,1,1,2,1,0,3,0,0,18,0.111111111111111,0,0,0.0555555555555556,0.0555555555555556,0,0.166666666666667,0.0555555555555556,0,0,0,0.111111111111111,0,0,0,0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0,0.166666666666667,0,0,0.753194843655519,0.0666666666666667,2003-12-01,0.827837670356441,0.811589989475358,91.73699188
"229",2004,1,Jan 2004,5,0,2,3,2,1,1,0,1,3,0,2,2,2,6,3,1,1,4,3,0,0,0,42,0.119047619047619,0,0.0476190476190476,0.0714285714285714,0.0476190476190476,0.0238095238095238,0.0238095238095238,0,0.0238095238095238,0.0714285714285714,0,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.142857142857143,0.0714285714285714,0.0238095238095238,0.0238095238095238,0.0952380952380952,0.0714285714285714,0,0,0,0.879990862418723,0.0321428571428571,2004-01-01,0.780988391147142,0.78165022602471,96.56645966
"233",2004,2,Feb 2004,12,1,7,2,3,4,1,2,4,1,0,9,4,1,10,22,9,2,15,22,13,0,0,144,0.0833333333333333,0.00694444444444444,0.0486111111111111,0.0138888888888889,0.0208333333333333,0.0277777777777778,0.00694444444444444,0.0138888888888889,0.0277777777777778,0.00694444444444444,0,0.0625,0.0277777777777778,0.00694444444444444,0.0694444444444444,0.152777777777778,0.0625,0.0138888888888889,0.104166666666667,0.152777777777778,0.0902777777777778,0,0,0.856674577423052,0.045703125,2004-02-01,0.816592853037121,0.834108857856573,99.45729828
"234",2004,3,Mar 2004,7,4,17,10,6,9,12,6,4,6,0,23,5,4,13,22,9,5,34,34,24,0,0,254,0.0275590551181102,0.015748031496063,0.0669291338582677,0.0393700787401575,0.0236220472440945,0.0354330708661417,0.047244094488189,0.0236220472440945,0.015748031496063,0.0236220472440945,0,0.0905511811023622,0.0196850393700787,0.015748031496063,0.0511811023622047,0.0866141732283465,0.0354330708661417,0.0196850393700787,0.133858267716535,0.133858267716535,0.094488188976378,0,0,0.902344822262925,0.0317006634013268,2004-03-01,0.868332719920888,0.829107124842035,96.78946686
"235",2004,4,Apr 2004,2,2,13,3,4,5,5,4,3,5,0,11,2,0,16,8,8,4,27,18,8,0,0,148,0.0135135135135135,0.0135135135135135,0.0878378378378378,0.0202702702702703,0.027027027027027,0.0337837837837838,0.0337837837837838,0.027027027027027,0.0202702702702703,0.0337837837837838,0,0.0743243243243243,0.0135135135135135,0,0.108108108108108,0.0540540540540541,0.0540540540540541,0.027027027027027,0.182432432432432,0.121621621621622,0.0540540540540541,0,0,0.87231598114777,0.0431884587289993,2004-04-01,0.879509699842989,0.840197408879797,94.11528015
