"","year","month","month.year","policy01","policy02","policy03","policy04","policy05","policy06","policy07","policy08","policy09","policy10","policy11","policy12","policy13","policy14","policy15","policy16","policy17","policy18","policy19","policy20","policy21","policy22","policy23","total.attention","p01","p02","p03","p04","p05","p06","p07","p08","p09","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","entropy","herfindahl","date","entropy.ma3","entropy.ma6","epu"
"353",2014,2,Feb 2014,5,2,11,3,3,2,8,4,1,4,0,6,1,1,8,17,6,1,17,15,3,0,0,118,0.0423728813559322,0.0169491525423729,0.0932203389830508,0.0254237288135593,0.0254237288135593,0.0169491525423729,0.0677966101694915,0.0338983050847458,0.00847457627118644,0.0338983050847458,0,0.0508474576271186,0.00847457627118644,0.00847457627118644,0.0677966101694915,0.144067796610169,0.0508474576271186,0.00847457627118644,0.144067796610169,0.127118644067797,0.0254237288135593,0,0,0.871373501561542,0.0419994254524562,2014-02-01,0.814639815577698,0.836323688331594,88.9853363
"354",2014,3,Mar 2014,8,0,6,1,5,3,8,8,0,8,0,5,1,0,11,29,6,1,19,31,4,0,0,154,0.051948051948052,0,0.038961038961039,0.00649350649350649,0.0324675324675325,0.0194805194805195,0.051948051948052,0.051948051948052,0,0.051948051948052,0,0.0324675324675325,0.00649350649350649,0,0.0714285714285714,0.188311688311688,0.038961038961039,0.00649350649350649,0.123376623376623,0.201298701298701,0.025974025974026,0,0,0.80256054708731,0.0690968122786305,2014-03-01,0.83899586156958,0.836097654424421,93.46759796
"355",2014,4,Apr 2014,5,0,11,3,0,1,5,7,1,3,0,6,1,1,12,16,7,1,24,18,9,0,0,131,0.0381679389312977,0,0.083969465648855,0.0229007633587786,0,0.00763358778625954,0.0381679389312977,0.0534351145038168,0.00763358778625954,0.0229007633587786,0,0.0458015267175573,0.00763358778625954,0.00763358778625954,0.0916030534351145,0.122137404580153,0.0534351145038168,0.00763358778625954,0.183206106870229,0.137404580152672,0.0687022900763359,0,0,0.825758671997234,0.0545655847561331,2014-04-01,0.836967024324426,0.82949018875224,91.1180191
"356",2014,5,May 2014,4,1,9,2,3,1,3,5,0,5,0,1,1,1,13,9,4,2,19,11,6,0,0,100,0.04,0.01,0.09,0.02,0.03,0.01,0.03,0.05,0,0.05,0,0.01,0.01,0.01,0.13,0.09,0.04,0.02,0.19,0.11,0.06,0,0,0.84742976262911,0.05101,2014-05-01,0.814159609542272,0.825794470360297,90.39224243
"357",2014,6,Jun 2014,0,3,9,2,1,2,5,4,3,5,0,3,3,0,13,13,8,3,16,13,8,0,0,114,0,0.0263157894736842,0.0789473684210526,0.0175438596491228,0.0087719298245614,0.0175438596491228,0.043859649122807,0.0350877192982456,0.0263157894736842,0.043859649122807,0,0.0263157894736842,0.0263157894736842,0,0.114035087719298,0.114035087719298,0.0701754385964912,0.0263157894736842,0.140350877192982,0.114035087719298,0.0701754385964912,0,0,0.868959960651099,0.0382271468144044,2014-06-01,0.836594217313172,0.830748140970563,81.00762177
"358",2014,7,Jul 2014,8,2,20,2,2,2,8,4,2,5,0,6,4,1,23,19,8,6,22,21,11,0,0,176,0.0454545454545455,0.0113636363636364,0.113636363636364,0.0113636363636364,0.0113636363636364,0.0113636363636364,0.0454545454545455,0.0227272727272727,0.0113636363636364,0.0284090909090909,0,0.0340909090909091,0.0227272727272727,0.00568181818181818,0.130681818181818,0.107954545454545,0.0454545454545455,0.0340909090909091,0.125,0.119318181818182,0.0625,0,0,0.87011397959835,0.0407767303719008,2014-07-01,0.858194861640104,0.843216488785259,76.64490509
"359",2014,8,Aug 2014,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.209068640916562,0.533333333333333,2014-08-01,0.869536970124724,0.84296458439262,71.262146
"360",2014,9,Sep 2014,0,1,4,1,0,1,6,4,0,3,0,4,2,0,7,6,3,1,14,10,3,0,0,70,0,0.0142857142857143,0.0571428571428571,0.0142857142857143,0,0.0142857142857143,0.0857142857142857,0.0571428571428571,0,0.0428571428571429,0,0.0571428571428571,0.0285714285714286,0,0.1,0.0857142857142857,0.0428571428571429,0.0142857142857143,0.2,0.142857142857143,0.0428571428571429,0,0,0.818285461838934,0.0571428571428571,2014-09-01,0.539591310257456,0.724266203158471,84.33692169
"350",2014,10,Oct 2014,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0.346497747861886,0.328,2014-10-01,0.513677051377748,0.722771561126811,100.2066498
"351",2014,11,Nov 2014,0,0,2,0,0,0,0,0,1,1,0,1,0,0,9,4,1,0,10,6,2,0,0,37,0,0,0.0540540540540541,0,0,0,0,0,0.027027027027027,0.027027027027027,0,0.027027027027027,0,0,0.243243243243243,0.108108108108108,0.027027027027027,0,0.27027027027027,0.162162162162162,0.0540540540540541,0,0,0.636808413791222,0.13791088385683,2014-11-01,0.58239160485041,0.622585158173366,88.56003571
"352",2014,12,Dec 2014,0,0,2,1,0,0,2,4,3,2,0,2,1,0,1,6,2,0,12,4,0,0,0,42,0,0,0.0476190476190476,0.0238095238095238,0,0,0.0476190476190476,0.0952380952380952,0.0714285714285714,0.0476190476190476,0,0.0476190476190476,0.0238095238095238,0,0.0238095238095238,0.142857142857143,0.0476190476190476,0,0.285714285714286,0.0952380952380952,0,0,0,0.743685513743751,0.0952380952380952,2014-12-01,0.491653080826554,0.576154848801391,85.1875
"361",2015,1,Jan 2015,0,0,1,1,0,1,1,3,0,3,0,0,4,1,0,8,1,1,7,28,5,0,0,65,0,0,0.0153846153846154,0.0153846153846154,0,0.0153846153846154,0.0153846153846154,0.0461538461538462,0,0.0461538461538462,0,0,0.0615384615384615,0.0153846153846154,0,0.123076923076923,0.0153846153846154,0.0153846153846154,0.107692307692308,0.430769230769231,0.0769230769230769,0,0,0.644751881971979,0.189325443786982,2015-01-01,0.690246963767486,0.550869155630471,117.1606216
"365",2015,2,Feb 2015,3,3,3,1,0,0,4,1,6,5,0,4,1,2,7,13,9,0,20,18,8,0,0,108,0.0277777777777778,0.0277777777777778,0.0277777777777778,0.00925925925925926,0,0,0.037037037037037,0.00925925925925926,0.0555555555555556,0.0462962962962963,0,0.037037037037037,0.00925925925925926,0.0185185185185185,0.0648148148148148,0.12037037037037,0.0833333333333333,0,0.185185185185185,0.166666666666667,0.0740740740740741,0,0,0.81868542262464,0.0592849794238683,2015-02-01,0.694218697857865,0.638005803841554,100.3197403
"366",2015,3,Mar 2015,2,0,1,3,0,0,8,5,3,4,0,4,0,0,10,20,7,5,20,15,6,0,0,113,0.0176991150442478,0,0.00884955752212389,0.0265486725663717,0,0,0.0707964601769911,0.0442477876106195,0.0265486725663717,0.0353982300884956,0,0.0353982300884956,0,0,0.0884955752212389,0.176991150442478,0.0619469026548673,0.0442477876106195,0.176991150442478,0.132743362831858,0.0530973451327434,0,0,0.798034880655317,0.0633957240191088,2015-03-01,0.731718652298309,0.638085795998695,105.2181473
"367",2015,4,Apr 2015,1,0,3,3,0,0,9,6,2,3,0,1,0,0,6,8,3,5,19,11,5,0,0,85,0.0117647058823529,0,0.0352941176470588,0.0352941176470588,0,0,0.105882352941176,0.0705882352941176,0.0235294117647059,0.0352941176470588,0,0.0117647058823529,0,0,0.0705882352941176,0.0941176470588235,0.0352941176470588,0.0588235294117647,0.223529411764706,0.129411764705882,0.0588235294117647,0,0,0.798844421573278,0.0649550173010381,2015-04-01,0.808360151639978,0.728393222557382,109.6437912
"368",2015,5,May 2015,0,0,2,2,1,0,4,7,0,2,0,4,0,1,8,2,3,1,13,4,2,0,0,56,0,0,0.0357142857142857,0.0357142857142857,0.0178571428571429,0,0.0714285714285714,0.125,0,0.0357142857142857,0,0.0714285714285714,0,0.0178571428571429,0.142857142857143,0.0357142857142857,0.0535714285714286,0.0178571428571429,0.232142857142857,0.0714285714285714,0.0357142857142857,0,0,0.791559803671157,0.0712053571428571,2015-05-01,0.798439651114298,0.760800424113793,101.0189514
"369",2015,6,Jun 2015,1,1,2,5,0,1,4,4,2,5,0,1,0,0,3,6,1,0,16,10,7,0,0,69,0.0144927536231884,0.0144927536231884,0.0289855072463768,0.072463768115942,0,0.0144927536231884,0.0579710144927536,0.0579710144927536,0.0289855072463768,0.072463768115942,0,0.0144927536231884,0,0,0.0434782608695652,0.0869565217391304,0.0144927536231884,0,0.231884057971014,0.144927536231884,0.101449275362319,0,0,0.79563650805026,0.0701953371140517,2015-06-01,0.795202112622218,0.770375282099274,108.9527969
"370",2015,7,Jul 2015,3,1,3,2,0,0,1,1,1,1,0,1,1,0,3,7,1,1,14,6,0,0,0,47,0.0638297872340425,0.0212765957446809,0.0638297872340425,0.0425531914893617,0,0,0.0212765957446809,0.0212765957446809,0.0212765957446809,0.0212765957446809,0,0.0212765957446809,0.0212765957446809,0,0.0638297872340425,0.148936170212766,0.0212765957446809,0.0212765957446809,0.297872340425532,0.127659574468085,0,0,0,0.757302867163413,0.102580353100951,2015-07-01,0.793598155860709,0.80055220731493,98.91843414
"371",2015,8,Aug 2015,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.184703892358008,0.60625,2015-08-01,0.776469687606837,0.788275696222685,129.6953125
"372",2015,9,Sep 2015,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,2,1,1,7,1,0,0,0,17,0,0.0588235294117647,0.0588235294117647,0,0,0,0.0588235294117647,0,0,0.0588235294117647,0,0.0588235294117647,0,0,0,0.117647058823529,0.0588235294117647,0.0588235294117647,0.411764705882353,0.0588235294117647,0,0,0,0.640629043348655,0.171626297577855,2015-09-01,0.471003379760711,0.665609498563223,138.7216797
"362",2015,10,Oct 2015,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,0,0,0,16,0,0.0625,0.0625,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.5625,0.1875,0,0,0,0.437066935974991,0.335546875,2015-10-01,0.412666467853331,0.633966422918299,102.8940125
"363",2015,11,Nov 2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2015-11-01,0.538847989661823,0.563067849379066,92.10043335
"364",2015,12,Dec 2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-01,0.218533467987496,0.403940547769013,99.34261322
